1.600000000000000000e+01,9.300000000000000488e-01,9.877204895019530599e-05,1.215457916259765550e-05
1.600000000000000000e+01,9.350000000000000533e-01,9.725809097290039225e-05,1.300811767578125054e-05
1.600000000000000000e+01,9.400000000000000577e-01,9.655952453613281250e-05,1.267433166503906169e-05
1.600000000000000000e+01,9.450000000000000622e-01,9.668111801147460721e-05,1.288414001464843730e-05
1.600000000000000000e+01,9.500000000000000666e-01,9.582996368408203071e-05,1.207828521728515544e-05
1.600000000000000000e+01,9.550000000000000711e-01,9.625434875488281901e-05,1.206159591674804769e-05
1.600000000000000000e+01,9.600000000000000755e-01,9.737491607666016004e-05,1.200675964355468736e-05
1.600000000000000000e+01,9.650000000000000799e-01,9.619474411010742838e-05,1.893520355224609416e-05
1.600000000000000000e+01,9.700000000000000844e-01,9.665012359619140517e-05,1.253843307495117269e-05
1.600000000000000000e+01,9.750000000000000888e-01,9.276151657104492025e-05,1.070261001586914076e-05
1.600000000000000000e+01,9.800000000000000933e-01,8.255481719970702908e-05,1.063346862792968784e-05
1.600000000000000000e+01,9.850000000000000977e-01,8.235692977905273600e-05,1.061439514160156325e-05
1.600000000000000000e+01,9.900000000000001021e-01,8.281469345092773980e-05,1.060485839843749925e-05
1.600000000000000000e+01,9.950000000000001066e-01,8.259773254394531196e-05,1.053571701049804633e-05
3.200000000000000000e+01,9.300000000000000488e-01,8.874177932739257325e-05,1.094818115234375041e-05
3.200000000000000000e+01,9.350000000000000533e-01,9.207725524902343479e-05,1.087427139282226549e-05
3.200000000000000000e+01,9.400000000000000577e-01,8.867025375366211534e-05,1.100301742553710904e-05
3.200000000000000000e+01,9.450000000000000622e-01,9.008407592773436904e-05,1.080989837646484456e-05
3.200000000000000000e+01,9.500000000000000666e-01,8.976697921752929471e-05,1.084804534912109375e-05
3.200000000000000000e+01,9.550000000000000711e-01,8.935451507568358724e-05,1.108407974243164110e-05
3.200000000000000000e+01,9.600000000000000755e-01,8.917331695556640191e-05,1.082420349121093716e-05
3.200000000000000000e+01,9.650000000000000799e-01,9.035825729370117404e-05,1.103639602661132792e-05
3.200000000000000000e+01,9.700000000000000844e-01,9.008646011352539605e-05,1.090049743652343723e-05
3.200000000000000000e+01,9.750000000000000888e-01,8.903980255126952637e-05,1.087188720703125034e-05
3.200000000000000000e+01,9.800000000000000933e-01,8.884668350219726020e-05,1.078605651855468797e-05
3.200000000000000000e+01,9.850000000000000977e-01,8.859634399414063042e-05,1.079320907592773512e-05
3.200000000000000000e+01,9.900000000000001021e-01,8.856296539306640137e-05,1.081943511962890686e-05
3.200000000000000000e+01,9.950000000000001066e-01,8.876323699951172146e-05,1.092672348022460897e-05
6.400000000000000000e+01,9.300000000000000488e-01,9.098052978515625542e-05,1.066446304321288988e-05
6.400000000000000000e+01,9.350000000000000533e-01,9.002208709716796496e-05,1.089811325073242208e-05
6.400000000000000000e+01,9.400000000000000577e-01,9.186744689941406087e-05,1.064300537109375014e-05
6.400000000000000000e+01,9.450000000000000622e-01,9.097099304199218804e-05,1.089811325073242208e-05
6.400000000000000000e+01,9.500000000000000666e-01,9.024620056152343316e-05,1.072406768798828050e-05
6.400000000000000000e+01,9.550000000000000711e-01,9.365320205688476617e-05,1.228809356689453105e-05
6.400000000000000000e+01,9.600000000000000755e-01,1.073050498962402327e-04,1.219511032104492154e-05
6.400000000000000000e+01,9.650000000000000799e-01,1.057624816894531304e-04,1.069784164428710877e-05
6.400000000000000000e+01,9.700000000000000844e-01,9.535312652587890571e-05,1.073837280273437480e-05
6.400000000000000000e+01,9.750000000000000888e-01,1.089954376220703185e-04,1.656770706176757691e-05
6.400000000000000000e+01,9.800000000000000933e-01,1.073002815246582058e-04,1.057147979736328206e-05
6.400000000000000000e+01,9.850000000000000977e-01,1.045918464660644526e-04,1.193284988403320245e-05
6.400000000000000000e+01,9.900000000000001021e-01,1.078581809997558561e-04,1.250505447387695380e-05
6.400000000000000000e+01,9.950000000000001066e-01,1.205158233642578168e-04,1.652240753173828057e-05
1.280000000000000000e+02,9.300000000000000488e-01,1.283192634582519618e-04,1.166343688964843791e-05
1.280000000000000000e+02,9.350000000000000533e-01,9.701490402221680284e-05,1.107454299926757880e-05
1.280000000000000000e+02,9.400000000000000577e-01,9.812831878662108996e-05,1.087903976440429748e-05
1.280000000000000000e+02,9.450000000000000622e-01,9.821176528930664225e-05,1.669645309448242215e-05
1.280000000000000000e+02,9.500000000000000666e-01,9.957551956176757270e-05,1.096487045288085985e-05
1.280000000000000000e+02,9.550000000000000711e-01,9.655475616455078559e-05,1.171588897705078139e-05
1.280000000000000000e+02,9.600000000000000755e-01,9.786367416381836588e-05,1.174211502075195312e-05
1.280000000000000000e+02,9.650000000000000799e-01,9.699583053588866808e-05,1.143932342529296800e-05
1.280000000000000000e+02,9.700000000000000844e-01,9.857654571533202637e-05,1.132965087890625075e-05
1.280000000000000000e+02,9.750000000000000888e-01,1.605606079101562630e-04,9.844303131103515422e-06
1.280000000000000000e+02,9.800000000000000933e-01,1.144981384277343772e-04,1.140832901000976596e-05
1.280000000000000000e+02,9.850000000000000977e-01,9.433746337890625163e-05,9.315013885498046943e-06
1.280000000000000000e+02,9.900000000000001021e-01,9.041309356689453776e-05,9.481906890869141370e-06
1.280000000000000000e+02,9.950000000000001066e-01,9.029388427734375651e-05,9.527206420898437703e-06
2.560000000000000000e+02,9.300000000000000488e-01,1.522302627563476562e-04,1.458883285522460883e-05
2.560000000000000000e+02,9.350000000000000533e-01,1.930665969848632747e-04,1.684665679931640544e-05
2.560000000000000000e+02,9.400000000000000577e-01,1.576137542724609473e-04,1.283168792724609382e-05
